GEO.id,GEO.id2,GEO.display-label,D001
Id,Id2,Geography,Total
1500000US440090513022,440090513022,"Block Group 2, Census Tract 513.02, Washington County, Rhode Island",471
1500000US440090513023,440090513023,"Block Group 3, Census Tract 513.02, Washington County, Rhode Island",434
1500000US440090513024,440090513024,"Block Group 4, Census Tract 513.02, Washington County, Rhode Island",25
1500000US440090513025,440090513025,"Block Group 5, Census Tract 513.02, Washington County, Rhode Island",1159
1500000US440090513026,440090513026,"Block Group 6, Census Tract 513.02, Washington County, Rhode Island",1433
1500000US440090513041,440090513041,"Block Group 1, Census Tract 513.04, Washington County, Rhode Island",1982
1500000US440090513051,440090513051,"Block Group 1, Census Tract 513.05, Washington County, Rhode Island",2892
1500000US440090513052,440090513052,"Block Group 2, Census Tract 513.05, Washington County, Rhode Island",1081
1500000US440090513061,440090513061,"Block Group 1, Census Tract 513.06, Washington County, Rhode Island",2264
1500000US440090513062,440090513062,"Block Group 2, Census Tract 513.06, Washington County, Rhode Island",969
1500000US440090513063,440090513063,"Block Group 3, Census Tract 513.06, Washington County, Rhode Island",2799
1500000US440090514001,440090514001,"Block Group 1, Census Tract 514, Washington County, Rhode Island",5677
1500000US440090515021,440090515021,"Block Group 1, Census Tract 515.02, Washington County, Rhode Island",1433
1500000US440090515022,440090515022,"Block Group 2, Census Tract 515.02, Washington County, Rhode Island",592
1500000US440090515023,440090515023,"Block Group 3, Census Tract 515.02, Washington County, Rhode Island",1464
1500000US440090515024,440090515024,"Block Group 4, Census Tract 515.02, Washington County, Rhode Island",2106
1500000US440090515025,440090515025,"Block Group 5, Census Tract 515.02, Washington County, Rhode Island",1663
1500000US440090515031,440090515031,"Block Group 1, Census Tract 515.03, Washington County, Rhode Island",908
1500000US440090515032,440090515032,"Block Group 2, Census Tract 515.03, Washington County, Rhode Island",1409
1500000US440090515033,440090515033,"Block Group 3, Census Tract 515.03, Washington County, Rhode Island",1848
1500000US440090515041,440090515041,"Block Group 1, Census Tract 515.04, Washington County, Rhode Island",965
1500000US440090515042,440090515042,"Block Group 2, Census Tract 515.04, Washington County, Rhode Island",1310
1500000US440090515043,440090515043,"Block Group 3, Census Tract 515.04, Washington County, Rhode Island",928
1500000US440090515044,440090515044,"Block Group 4, Census Tract 515.04, Washington County, Rhode Island",1242
1500000US440099901000,440099901000,"Block Group 0, Census Tract 9901, Washington County, Rhode Island",0
1500000US440099902000,440099902000,"Block Group 0, Census Tract 9902, Washington County, Rhode Island",0
