56481980,56481989,2.190382
56481980,56481990,1.747739
56481980,56481991,1.728650
56481980,56481992,0.995797
56481980,56481993,1.364540
56481980,56481994,1.387292
56481980,56481995,1.507215
56481980,56481996,1.813125
56481980,56481997,2.318984
56481980,56481998,1.669118
56481980,56481999,1.604139
56481980,56482000,3.495782
56481980,56482001,1.810621
56481980,56482002,1.488673
56481980,56482003,1.786144
56481980,56482004,1.374814
56481980,56482005,1.183145
56481980,56482006,0.747374
56481980,56482007,0.893771
56481980,56482008,0.529282
56481980,56482009,2.150608
56481980,56482010,1.529074
56481980,56482011,2.012425
56481980,56482012,2.347270
56481980,56482013,2.491494
56481980,56482014,3.045189
56481980,56482015,3.703482
56481980,56482016,0.146360
56481980,56482017,0.965389
56481980,56482018,0.814379
56481980,56482019,1.069553
56481980,56482020,1.278738
56481980,56482021,0.966659
56481980,56482022,1.995149
56481980,56482023,1.641685
56481980,56482024,1.248279
56481980,56482025,1.968928
56481980,56482026,1.023802
56481980,56482027,2.095778
56481980,56482028,2.592541
56481980,56482029,3.064940
56481980,56482030,3.492867
56481980,56482031,4.334714
56481980,56482032,2.598947
56481980,56482033,2.908753
56481980,56482034,3.687518
56481980,56482035,3.377573
56481980,56482036,3.942839
56481980,56482037,3.979205
56481980,56482038,5.030564
56481980,56482039,4.410551
56481980,56482040,4.622552
56481980,56482041,5.646937
56481980,56482042,4.688496
56481980,56482043,5.760644
56481980,56482044,3.478227
56481980,56482045,4.851439
56481980,56482046,4.101806
56481980,56482047,3.774288
56481980,56482048,2.846064
56481980,56482049,2.043249
56481980,56482050,1.723274
56481980,56482051,2.100969
56481980,56482052,2.747922
56481980,56482053,3.694915
56481980,56482054,3.883537
56481980,56482055,4.094838
56481980,56482056,3.078532
56481980,56482057,3.122970
56481980,56482058,2.691162
56481980,56482059,2.927811
56481980,56482060,5.247821
56481980,56482061,4.666652
56481980,56482062,5.635362
56481980,56482063,5.496331
56481980,56482064,5.204814
56481980,56482065,4.687800
56481980,56482066,3.952501
56481980,56482067,4.487912
56481980,56482068,5.002416
56481980,56482069,4.394575
56481980,56482070,3.892963
56481980,56482071,3.635227
56481980,56482072,4.324572
56481980,56482073,4.791787
56481980,56482074,3.849566
56481980,56482075,5.361362
56481980,56482076,5.106055
56481980,56482077,5.244313
56481980,56482078,1.583617
56481980,56482079,1.307592
56481980,56482080,1.986416
56481980,56482081,1.966311
56481980,56482082,1.907698
56481980,56482083,2.201257
56481980,56482084,2.212370
56481980,56482085,2.467771
56481980,56482086,2.426216
56481980,56482087,3.041903
56481980,56482088,2.896955
56481980,56482089,2.563304
56481980,56482090,3.050385
56481980,56482091,3.729376
56481980,56482092,4.527383
56481980,56482093,3.401724
56481980,56482094,3.008708
56481980,56482095,4.093139
56481980,56482096,3.614304
56481980,56482097,3.933890
56481980,56482098,3.475605
56481980,56482099,3.393183
56481980,56482100,3.106854
56481980,56482101,2.635889
56481980,56482102,3.176075
56481980,56482103,3.687214
56481980,56482104,3.448828
56481980,56482105,3.129045
56481980,56482106,3.244335
56481980,56482107,3.789560
56481980,56482108,3.580207
56481980,56482109,3.906020
56481980,56482110,4.187718
56481980,56482111,4.184410
56481980,56482112,5.272065
56481980,56482113,5.382403
56481980,56482114,4.873184
56481980,56482115,4.418515
56481980,56482116,5.390490
56481980,56482117,4.706434
56481980,56482118,5.216547
56481980,56482119,5.070203
56481980,56482120,4.430251
56481980,56482121,3.914745
56481980,56482122,4.485895
56481980,56482123,4.584514
56481980,56482124,5.301581
56481980,56482125,4.289653
56481980,56482126,4.552506
56481980,56482127,4.894274
56481980,56482128,5.291897
56481980,56482129,5.202159
56481980,56482130,5.285553
56481980,56482131,5.595485
56481980,56482132,5.898755
56481980,56482133,6.494740
56481980,56482134,4.810199
56481980,56482135,4.779015
56481980,56482136,5.575438
56481980,56482137,5.392118
56481980,56482138,6.691350
56481981,56481989,4.958622
56481981,56481990,4.944205
56481981,56481991,4.467337
56481981,56481992,4.249045
56481981,56481993,3.901030
56481981,56481994,3.605658
56481981,56481995,3.224005
56481981,56481996,2.490434
56481981,56481997,1.809779
56481981,56481998,2.442439
56481981,56481999,2.663866
56481981,56482000,7.309674
56481981,56482001,5.274423
56481981,56482002,5.288270
56481981,56482003,5.585742
56481981,56482004,5.188707
56481981,56482005,4.982743
56481981,56482006,4.546972
56481981,56482007,4.468359
56481981,56482008,4.328880
56481981,56482009,5.964502
56481981,56482010,5.211618
56481981,56482011,5.694970
56481981,56482012,6.161164
56481981,56482013,6.174039
56481981,56482014,6.080566
56481981,56482015,5.724821
56481981,56482016,3.817436
56481981,56482017,3.689137
56481981,56482018,4.496923
56481981,56482019,4.752097
56481981,56482020,4.961282
56481981,56482021,4.569874
56481981,56482022,5.282226
56481981,56482023,2.979085
56481981,56482024,3.705998
56481981,56482025,5.054642
56481981,56482026,3.917024
56481981,56482027,4.311984
56481981,56482028,5.899949
56481981,56482029,5.627956
56481981,56482030,5.378912
56481981,56482031,4.861636
56481981,56482032,5.273353
56481981,56482033,5.156742
56481981,56482034,4.074950
56481981,56482035,4.795512
56481981,56482036,4.450868
56481981,56482037,4.331697
56481981,56482038,5.557486
56481981,56482039,4.937473
56481981,56482040,4.975044
56481981,56482041,5.999429
56481981,56482042,5.040987
56481981,56482043,6.113137
56481981,56482044,0.949071
56481981,56482045,0.765374
56481981,56482046,0.933370
56481981,56482047,0.274431
56481981,56482048,0.893094
56481981,56482049,1.734722
56481981,56482050,2.690766
56481981,56482051,2.228456
56481981,56482052,1.286898
56481981,56482053,1.145229
56481981,56482054,0.899323
56481981,56482055,0.762079
56481981,56482056,1.190060
56481981,56482057,1.156016
56481981,56482058,1.737233
56481981,56482059,1.536029
56481981,56482060,1.146589
56481981,56482061,0.565419
56481981,56482062,1.538487
56481981,56482063,1.590594
56481981,56482064,1.299077
56481981,56482065,1.234241
56481981,56482066,1.834145
56481981,56482067,1.777913
56481981,56482068,1.290883
56481981,56482069,2.148344
56481981,56482070,2.066713
56481981,56482071,2.146976
56481981,56482072,2.336133
56481981,56482073,1.967551
56481981,56482074,1.973861
56481981,56482075,1.803938
56481981,56482076,1.872330
