PO_Node,56481989,56481990,56481991,56481992,56481993,56481994,56481995,56481996,56481997,56481998,56481999,56482000,56482001,56482002,56482003,56482004,56482005,56482006,56482007,56482008,56482009,56482010,56482011,56482012,56482013,56482014,56482015,56482016,56482017,56482018,56482019,56482020,56482021,56482022,56482023,56482024,56482025,56482026,56482027,56482028,56482029,56482030,56482031,56482032,56482033,56482034,56482035,56482036,56482037,56482038,56482039,56482040,56482041,56482042,56482043,56482044,56482045,56482046,56482047,56482048,56482049,56482050,56482051,56482052,56482053,56482054,56482055,56482056,56482057,56482058,56482059,56482060,56482061,56482062,56482063,56482064,56482065,56482066,56482067,56482068,56482069,56482070,56482071,56482072,56482073,56482074,56482075,56482076,56482077,56482078,56482079,56482080,56482081,56482082,56482083,56482084,56482085,56482086,56482087,56482088,56482089,56482090,56482091,56482092,56482093,56482094,56482095,56482096,56482097,56482098,56482099,56482100,56482101,56482102,56482103,56482104,56482105,56482106,56482107,56482108,56482109,56482110,56482111,56482112,56482113,56482114,56482115,56482116,56482117,56482118,56482119,56482120,56482121,56482122,56482123,56482124,56482125,56482126,56482127,56482128,56482129,56482130,56482131,56482132,56482133,56482134,56482135,56482136,56482137,56482138
56481980,2.240824,1.822369,1.72865,1.258302,1.713742,1.480711,1.507215,1.896339,2.356828,1.669118,1.658399,3.694335,2.81852,2.047382,1.859287,1.463541,1.343349,1.131865,1.116939,0.795791,2.150608,1.569702,2.012425,2.34727,2.604506,3.239661,4.505128,0.756156,1.12512,0.850683,1.224616,1.278738,1.168315,2.086484,1.736572,1.307591,2.195753,1.17903,2.2423,2.701011,3.160811,3.492867,4.334714,2.676385,3.252032,3.737382,3.602815,4.098376,3.989437,5.099677,4.623022,4.874776,5.646937,4.688496,5.760644,4.430999,4.851439,4.407869,3.867433,3.304817,2.05544,1.840684,2.214803,2.829079,3.877303,4.086857,4.315721,3.078532,3.440653,2.735695,3.211643,5.335967,4.666652,7.229043,5.615477,5.288867,4.732438,4.201897,4.551036,5.002416,4.472495,3.971375,3.868597,4.324572,4.943091,3.973455,5.361362,5.178506,5.244313,1.599512,1.46307,2.226818,2.035585,2.00038,2.246916,2.332526,2.710613,2.443368,3.101254,2.99602,2.621027,3.131087,3.871678,4.728717,3.652449,3.049318,4.272609,3.699403,4.001456,3.475605,3.393183,3.315603,2.635889,3.176075,3.687214,3.528432,3.291346,3.465923,3.909174,4.004656,3.90602,4.4545,4.256058,5.396345,5.490147,4.873184,4.509601,5.479379,4.820615,5.308949,5.145543,4.430251,4.042221,4.485895,4.706008,5.70712,4.289653,4.773592,4.926933,5.373267,5.329818,5.285553,5.818356,6.143488,6.49474,4.934639,4.960976,5.575438,5.431209,6.697499
56481981,5.009063,5.167293,4.685083,4.676483,4.207014,3.605658,3.312645,2.510716,1.917266,2.644586,2.884377,7.508226,6.282321,5.511185,5.658885,5.277434,5.142947,4.931463,4.596917,4.595389,5.964502,5.252246,5.69497,6.161164,6.287051,6.080566,5.814491,4.21996,4.001452,4.533227,4.907159,4.961282,4.77153,5.282226,2.979085,3.705998,5.281466,4.007302,4.644779,5.899949,5.697314,5.540925,4.861636,5.273353,5.156742,4.406761,4.795512,4.450868,4.341929,5.626599,5.149944,5.227268,5.999429,5.040987,6.113137,1.393475,0.765374,0.976357,0.42476,1.04899,2.258349,2.873851,2.228456,1.490404,1.347919,1.102643,0.873048,1.19006,1.473699,1.808981,1.81986,1.234735,0.565419,3.132168,1.70974,1.392742,1.289764,2.083541,1.841037,1.290883,2.359716,2.145125,2.34058,2.336133,1.967551,2.101737,2.157484,1.9251,2.50935,2.943122,3.356571,2.478367,2.997061,3.45733,3.000154,3.232152,2.311705,2.80082,2.159404,4.732016,3.839077,3.804442,4.22417,5.08121,4.004942,3.40181,4.6251,4.051896,4.353949,2.533756,2.607773,2.550504,2.973721,3.117396,3.644621,3.875067,3.637981,3.812558,4.255809,4.351291,4.252655,4.801135,4.602693,5.748837,5.842639,5.225676,4.862092,5.831872,5.173108,5.661442,5.498035,4.776886,3.998792,4.442466,4.86711,5.868222,4.636288,5.120227,5.273568,5.719902,5.676453,5.547194,6.164991,6.490123,6.841375,5.281274,5.307611,5.922073,5.777844,7.044134
56481982,6.306376,6.464606,5.982397,5.973796,5.504327,4.902971,4.609959,3.80803,3.214579,3.941899,4.18169,8.426831,7.579633,6.808496,6.955092,6.559347,6.439155,6.227671,5.894228,5.891597,6.303805,5.755418,5.817069,6.926803,6.370904,6.144404,5.878328,5.517271,5.298763,5.000713,5.804001,5.451548,5.069078,5.347311,4.276398,4.269691,5.346552,4.199083,4.709865,5.965034,5.761151,5.604762,4.925474,5.338439,5.220579,4.470599,4.85935,4.514706,4.405766,5.690436,5.213781,5.291106,6.063267,5.104825,6.174624,2.690788,1.746915,1.960867,1.722074,2.346303,3.555662,4.171164,3.525769,2.787717,2.004348,1.765016,1.556866,2.487373,2.275393,3.092424,2.62969,1.900079,1.657341,2.249658,0.501983,0.095919,1.13905,1.91669,1.498965,0.888583,1.957416,2.33134,2.493924,1.933833,1.565251,1.664491,0.86066,0.628277,1.353093,4.240435,3.931055,3.436552,3.464525,3.598133,3.148154,3.307214,3.01355,3.177701,2.65354,4.795854,3.904163,3.86828,4.288008,5.145047,4.068779,3.465648,4.686588,4.115734,4.415436,2.511077,2.245282,2.599166,3.022383,3.025148,3.552373,3.858166,3.686643,3.861221,4.304472,4.399953,4.301317,4.849798,4.651355,5.812674,5.904127,5.287164,4.92358,5.893359,5.234596,5.722929,5.559523,4.825549,3.906544,4.350217,4.774862,5.775974,4.619387,5.168889,5.322231,5.768564,5.659552,5.454945,6.213654,6.473222,6.890038,5.329937,5.356273,5.970735,5.826506,7.092796
56481983,6.309336,5.890882,5.797163,5.326815,5.782255,5.225443,4.93243,5.154194,4.779689,4.856964,4.916254,5.555944,6.887031,6.115894,6.019423,5.538825,5.738615,5.52713,5.201625,5.191056,4.272461,4.430829,3.988587,4.107925,3.397607,2.902423,2.636348,4.824668,4.619846,4.277206,4.704965,4.335761,3.959387,3.51047,4.731845,3.583194,3.105332,3.498544,2.874634,2.901195,2.51917,2.362779,1.683493,2.606559,2.028166,1.385463,1.617368,1.272725,0.76562,2.315723,1.629704,1.251476,1.817834,0.401469,1.735889,5.194923,5.615361,5.171793,4.621202,4.284864,4.628955,4.814429,4.10859,3.89472,4.472502,4.840627,5.06949,3.673731,4.035851,3.517901,3.466394,6.089737,5.420422,7.168008,5.331266,5.004656,5.175652,4.576562,4.925701,4.925185,4.573926,4.34604,3.906309,4.04161,4.660128,3.689245,5.077152,4.894296,4.960103,4.516133,3.725584,3.8397,3.434994,3.38444,2.942683,2.958682,3.439028,3.026287,3.079017,2.036486,2.270096,1.682714,0.884412,0.55227,1.195866,1.695918,1.320583,1.793277,2.589921,3.295442,3.110221,3.031393,2.351678,2.891864,3.067736,2.878183,2.289229,2.463806,2.907057,3.002539,2.903903,3.452382,3.253941,0.917516,1.184973,1.154689,1.298677,2.513898,2.388671,2.572603,2.712538,3.428134,3.422742,3.866416,4.08653,5.087642,3.639403,3.771475,3.924815,4.371151,4.549471,4.635304,4.816238,5.493238,5.492622,3.932523,3.958859,4.573321,4.429092,5.695383
56481984,5.20413,4.785676,4.691957,4.221608,4.677048,4.120239,3.827226,4.048989,3.674483,3.751759,3.811049,5.402885,5.781825,5.010689,5.149347,4.753601,4.63341,4.421926,4.09642,4.085851,4.057026,3.949673,3.683168,3.954866,3.192999,2.84746,2.581385,3.719463,3.514642,3.194968,3.998257,3.645803,3.263333,3.157588,3.626639,2.477989,2.677769,2.393338,2.137567,2.696587,2.464207,2.307817,1.628531,2.267729,1.923635,1.173654,1.562406,1.217762,1.108823,2.393493,1.916839,1.994162,2.766326,1.807881,3.150041,4.089717,4.510157,4.066586,3.515997,3.179659,3.52375,3.709224,3.003386,2.789515,3.367297,3.735422,3.964285,2.568526,2.930646,2.412696,2.361189,4.984531,4.315216,6.062804,4.226062,3.899452,4.070446,3.471356,3.820495,3.819979,3.468721,3.240835,2.801104,2.936405,3.554923,2.58404,3.971945,3.78909,3.854896,3.410929,2.620379,2.734495,2.329789,2.279235,1.837478,1.853477,2.333823,1.921082,1.973813,1.498909,1.518936,0.687028,0.991063,1.765655,0.70802,0.572884,1.290182,0.812717,1.820011,2.190237,2.005016,1.926188,1.246474,1.786659,1.962531,1.772979,1.184025,1.358601,1.801852,1.897334,1.798699,2.347178,2.148736,2.462636,2.557096,2.170193,1.937946,3.279134,2.711558,3.199892,3.036485,2.322929,2.317538,2.761212,2.981326,3.982437,2.534199,2.66627,2.81961,3.265946,3.444266,3.5301,3.711034,4.388034,4.387417,2.827319,2.853654,3.468117,3.323888,4.590178
56481985,4.949757,4.632524,4.538804,4.068456,4.147707,3.546352,3.253339,2.88571,2.403739,2.481015,2.55273,6.467934,5.628673,4.857537,4.996195,4.600449,4.480258,4.268774,3.943268,3.9327,4.344908,3.796521,3.858171,4.967906,4.412007,4.185507,3.919433,3.566311,3.36149,3.041816,3.845106,3.492651,3.110181,3.388413,2.543713,2.310794,3.387655,2.240187,2.750968,4.006137,3.802254,3.645864,2.966578,3.379541,3.261682,2.511702,2.900453,2.555809,2.44687,3.73154,3.254885,3.332209,4.104372,3.145928,4.215727,2.818973,3.239414,2.795842,2.245254,1.908915,2.253006,2.438479,1.732641,1.518771,2.096553,2.464678,2.693541,1.297782,1.659902,1.141952,1.090445,3.707216,3.044472,4.776885,2.940143,2.613533,2.799702,2.200612,2.549751,2.549235,2.197977,1.970091,1.530359,1.665661,2.284179,1.298121,2.686025,2.50317,2.568976,2.342699,1.975763,1.48608,1.513957,1.642136,1.192863,1.348317,1.063078,1.227133,0.703068,2.836957,1.945266,1.909383,2.32911,3.18615,2.109882,1.506751,2.727691,2.156836,2.456539,0.919493,0.734271,0.116448,0.829179,0.685017,1.582959,1.735962,1.727747,1.775335,2.218586,2.314069,2.342421,2.763912,2.692458,3.853776,3.94523,3.328267,2.964684,3.934462,3.275698,3.764032,3.600625,2.866652,1.93713,2.380804,2.707957,3.709069,2.497183,3.209992,3.236345,3.809669,3.537348,3.388041,4.127769,4.351018,4.804152,3.371041,3.397376,4.011839,3.86761,5.1339
56481986,4.492623,4.074168,3.98045,3.510101,3.965542,3.400245,3.107232,3.328995,2.85087,2.928146,2.99986,5.909578,5.070318,4.299181,4.437841,4.042094,3.921903,3.710419,3.384913,3.374345,3.786552,3.238166,3.299816,4.40955,3.853652,3.627151,3.361077,3.007956,2.803135,2.483461,3.28675,2.934295,2.551826,2.830058,2.906645,1.757995,2.829299,1.681831,2.192612,3.447782,3.243898,3.087508,2.408222,2.821186,2.703326,1.953346,2.342097,1.997454,1.888514,3.173185,2.69653,2.773854,3.546016,2.587572,3.657371,3.266104,3.686544,3.242973,2.692384,2.356045,2.700137,2.88561,2.179772,1.965902,2.543684,2.911808,3.140672,1.744913,2.107033,1.589083,1.537576,4.154346,3.491603,5.224015,3.387274,3.060663,3.246833,2.647743,2.996882,2.996366,2.645108,2.417222,1.97749,2.112792,2.73131,1.745252,3.133156,2.950301,3.016107,2.645391,1.900386,1.933211,1.609795,1.559242,1.117485,1.133484,1.510209,1.201088,1.150199,2.278601,1.386911,1.351027,1.770754,2.627794,1.551526,0.948395,2.169335,1.59848,1.898183,1.366623,1.181402,0.763405,0.055435,0.490264,1.113587,0.962218,1.169391,1.001591,1.444842,1.540324,1.615322,1.990168,2.016795,3.295421,3.386874,2.769911,2.406328,3.376106,2.717343,3.205677,3.042269,2.196653,1.467759,1.911432,2.133353,3.134464,1.723439,2.531816,2.4626,3.134006,2.763604,2.719339,3.354024,3.577274,4.030407,2.695378,2.721714,3.336177,3.241279,4.458238
56481987,5.470578,5.052124,4.958405,4.488056,4.943496,4.386687,4.093675,4.315437,3.940932,4.018208,4.077497,6.44089,6.048273,5.277137,5.415795,5.020049,4.899858,4.688373,4.362869,4.352299,4.764507,4.21612,4.277771,4.992871,4.231004,3.885464,3.61939,3.985911,3.78109,3.461416,4.264705,3.91225,3.52978,3.808013,3.893087,2.744437,3.715774,2.659786,3.059878,3.734592,3.502211,3.345822,2.666535,3.305734,2.961639,2.211659,2.60041,2.255766,2.146827,3.431498,2.954843,3.032166,3.641005,2.841932,2.701223,4.356165,4.776606,4.333035,3.782446,3.446107,3.790198,3.975672,3.269834,3.055964,3.633745,4.00187,4.230734,2.834975,3.197095,2.679145,2.627637,5.25098,4.581665,6.326902,4.49016,4.163549,4.336895,3.737805,4.086944,4.086427,3.735169,3.507283,3.067552,3.202853,3.821371,2.848139,4.236043,4.053188,4.118995,3.677377,2.886827,3.000944,2.596237,2.545684,2.103927,2.119925,2.600271,2.18753,2.240261,2.536914,2.26613,1.60934,2.029068,2.047268,1.625507,1.159032,1.213188,1.247287,0.865809,2.456685,2.271464,2.190286,1.510572,2.050757,2.226629,2.037076,0.723629,1.622699,2.06595,1.521861,1.338303,1.971705,1.68834,2.593916,2.430727,1.813764,1.450181,2.419959,1.87768,2.293738,2.202607,1.862534,2.581635,3.025309,3.245424,4.246536,2.798297,2.205875,2.750543,2.805551,3.579744,3.794198,3.621369,4.652133,4.008855,2.366923,2.393258,3.007721,2.855158,4.129782
56481988,6.008539,5.590084,5.496366,5.026017,5.481457,4.924646,4.631633,4.853396,4.473034,4.550309,4.615457,7.146421,6.586233,5.815097,5.953754,5.558009,5.437817,5.226333,4.900828,4.890259,5.302467,4.75408,4.815731,5.698402,4.936534,4.590996,4.324921,4.523871,4.319049,3.999375,4.802664,4.45021,4.06774,4.345973,4.431047,3.282397,4.345213,3.197746,3.708526,4.440123,4.207743,4.051353,3.372067,4.011265,3.667171,2.917191,3.305943,2.961298,2.852359,4.13703,3.660374,3.737698,4.50986,3.551417,4.621216,4.888268,5.308706,4.865137,4.314548,3.978209,4.3223,4.507774,3.801936,3.588066,4.165847,4.533972,4.762836,3.367076,3.729197,3.211246,3.159739,5.737684,5.113767,6.807353,4.970612,4.644001,4.836381,4.269906,4.619045,4.585914,4.234656,4.039385,3.599654,3.70234,4.320858,3.32859,4.716496,4.53364,4.599447,4.215336,3.424787,3.538903,3.134197,3.083643,2.641886,2.657884,3.132373,2.72549,2.772363,3.242445,2.902825,2.314872,2.734599,3.591639,2.515371,1.91224,3.13318,2.562325,2.862028,2.988787,2.803566,2.398917,1.585589,1.808408,1.331638,0.703036,2.133236,1.105952,0.686429,2.080532,2.057456,1.390308,2.480418,4.259266,4.350719,3.733756,3.370174,4.339951,3.681187,4.169521,4.006114,2.850048,1.350544,1.508554,1.209211,2.083969,0.506341,1.953618,1.420538,2.36246,1.39722,1.553191,2.03794,2.360177,2.951356,2.217114,2.843531,2.974875,3.788671,4.00477
