PO_Node,Cent_Node,TravTime
56481981,56482060,1.234735
56481981,56482061,0.565419
56481981,56482062,3.132168
56481981,56482063,1.70974
56481981,56482064,1.392742
56481981,56482065,1.289764
56481981,56482066,2.083541
56481981,56482067,1.841037
56481981,56482068,1.290883
56481981,56482069,2.359716
56481981,56482070,2.145125
56481981,56482071,2.34058
56481981,56482072,2.336133
56481981,56482073,1.967551
56481981,56482074,2.101737
56481981,56482075,2.157484
56481981,56482076,1.9251
56481981,56482077,2.50935
56481981,56482078,2.943122
56481981,56482079,3.356571
56481981,56482080,2.478367
56481981,56482081,2.997061
56481981,56482082,3.45733
56481981,56482083,3.000154
56481981,56482084,3.232152
56481981,56482085,2.311705
56481981,56482086,2.80082
56481981,56482087,2.159404
56481981,56482088,4.732016
56481981,56482089,3.839077
56481981,56482090,3.804442
56481981,56482091,4.22417
56481981,56482092,5.08121
56481981,56482093,4.004942
56481981,56482094,3.40181
56481981,56482095,4.6251
56481981,56482096,4.051896
56481981,56482097,4.353949
56481981,56482098,2.533756
56481981,56482099,2.607773
56481981,56482100,2.550504
56481981,56482101,2.973721
56481981,56482102,3.117396
56481981,56482103,3.644621
56481981,56482104,3.875067
56481981,56482105,3.637981
56481981,56482106,3.812558
56481981,56482107,4.255809
56481981,56482108,4.351291
56481981,56482109,4.252655
56481981,56482110,4.801135
56481981,56482111,4.602693
56481981,56482112,5.748837
56481981,56482113,5.842639
56481981,56482114,5.225676
56481981,56482115,4.862092
56481981,56482116,5.831872
56481981,56482117,5.173108
56481981,56482118,5.661442
56481981,56482119,5.498035
56481981,56482120,4.776886
56481981,56482121,3.998792
56481981,56482122,4.442466
56481981,56482123,4.86711
56481981,56482124,5.868222
56481981,56482125,4.636288
56481981,56482126,5.120227
56481981,56482127,5.273568
56481981,56482128,5.719902
56481981,56482129,5.676453
56481981,56482130,5.547194
56481981,56482131,6.164991
56481981,56482132,6.490123
56481981,56482133,6.841375
56481981,56482134,5.281274
56481981,56482135,5.307611
56481981,56482136,5.922073
56481981,56482137,5.777844
56481981,56482138,7.044134
56481982,56481989,6.306376
56481982,56481990,6.464606
56481982,56481991,5.982397
56481982,56481992,5.973796
56481982,56481993,5.504327
56481982,56481994,4.902971
56481982,56481995,4.609959
56481982,56481996,3.80803
56481982,56481997,3.214579
56481982,56481998,3.941899
56481982,56481999,4.18169
56481982,56482000,8.426831
56481982,56482001,7.579633
56481982,56482002,6.808496
56481982,56482003,6.955092
56481982,56482004,6.559347
56481982,56482005,6.439155
56481982,56482006,6.227671
56481982,56482007,5.894228
56481982,56482008,5.891597
56481982,56482009,6.303805
56481982,56482010,5.755418
56481982,56482011,5.817069
56481982,56482012,6.926803
56481982,56482013,6.370904
56481982,56482014,6.144404
56481982,56482015,5.878328
56481982,56482016,5.517271
56481982,56482017,5.298763
56481982,56482018,5.000713
56481982,56482019,5.804001
56481982,56482020,5.451548
56481982,56482021,5.069078
56481982,56482022,5.347311
56481982,56482023,4.276398
56481982,56482024,4.269691
56481982,56482025,5.346552
56481982,56482026,4.199083
56481982,56482027,4.709865
56481982,56482028,5.965034
56481982,56482029,5.761151
56481982,56482030,5.604762
56481982,56482031,4.925474
56481982,56482032,5.338439
56481982,56482033,5.220579
56481982,56482034,4.470599
56481982,56482035,4.85935
56481982,56482036,4.514706
56481982,56482037,4.405766
56481982,56482038,5.690436
56481982,56482039,5.213781
56481982,56482040,5.291106
56481982,56482041,6.063267
56481982,56482042,5.104825
56481982,56482043,6.174624
56481982,56482044,2.690788
56481982,56482045,1.746915
56481982,56482046,1.960867
56481982,56482047,1.722074
56481982,56482048,2.346303
56481982,56482049,3.555662
56481982,56482050,4.171164
56481982,56482051,3.525769
56481982,56482052,2.787717
56481982,56482053,2.004348
56481982,56482054,1.765016
56481982,56482055,1.556866
56481982,56482056,2.487373
56481982,56482057,2.275393
56481982,56482058,3.092424
56481982,56482059,2.62969
56481982,56482060,1.900079
56481982,56482061,1.657341
56481982,56482062,2.249658
56481982,56482063,0.501983
56481982,56482064,0.095919
56481982,56482065,1.13905
56481982,56482066,1.91669
56481982,56482067,1.498965
56481982,56482068,0.888583
56481982,56482069,1.957416
56481982,56482070,2.33134
56481982,56482071,2.493924
56481982,56482072,1.933833
56481982,56482073,1.565251
56481982,56482074,1.664491
56481982,56482075,0.86066
56481982,56482076,0.628277
56481982,56482077,1.353093
56481982,56482078,4.240435
56481982,56482079,3.931055
56481982,56482080,3.436552
56481982,56482081,3.464525
56481982,56482082,3.598133
56481982,56482083,3.148154
56481982,56482084,3.307214
56481982,56482085,3.01355
56481982,56482086,3.177701
56481982,56482087,2.65354
56481982,56482088,4.795854
56481982,56482089,3.904163
56481982,56482090,3.86828
56481982,56482091,4.288008
56481982,56482092,5.145047
56481982,56482093,4.068779
56481982,56482094,3.465648
56481982,56482095,4.686588
56481982,56482096,4.115734
56481982,56482097,4.415436
56481982,56482098,2.511077
56481982,56482099,2.245282
56481982,56482100,2.599166
56481982,56482101,3.022383
56481982,56482102,3.025148
56481982,56482103,3.552373
56481982,56482104,3.858166
56481982,56482105,3.686643
56481982,56482106,3.861221
56481982,56482107,4.304472
56481982,56482108,4.399953
56481982,56482109,4.301317
56481982,56482110,4.849798
56481982,56482111,4.651355
56481982,56482112,5.812674
56481982,56482113,5.904127
56481982,56482114,5.287164
56481982,56482115,4.92358
56481982,56482116,5.893359
56481982,56482117,5.234596
56481982,56482118,5.722929
56481982,56482119,5.559523
56481982,56482120,4.825549
56481982,56482121,3.906544
56481982,56482122,4.350217
56481982,56482123,4.774862
56481982,56482124,5.775974
56481982,56482125,4.619387
56481982,56482126,5.168889
56481982,56482127,5.322231
56481982,56482128,5.768564
56481982,56482129,5.659552
56481982,56482130,5.454945
56481982,56482131,6.213654
56481982,56482132,6.473222
56481982,56482133,6.890038
56481982,56482134,5.329937
56481982,56482135,5.356273
56481982,56482136,5.970735
56481982,56482137,5.826506
56481982,56482138,7.092796
56481983,56481989,6.309336
56481983,56481990,5.890882
56481983,56481991,5.797163
56481983,56481992,5.326815
56481983,56481993,5.782255
56481983,56481994,5.225443
56481983,56481995,4.93243
56481983,56481996,5.154194
56481983,56481997,4.779689
56481983,56481998,4.856964
56481983,56481999,4.916254
56481983,56482000,5.555944
56481983,56482001,6.887031
56481983,56482002,6.115894
56481983,56482003,6.019423
56481983,56482004,5.538825
56481983,56482005,5.738615
56481983,56482006,5.52713
56481983,56482007,5.201625
56481983,56482008,5.191056
56481983,56482009,4.272461
56481983,56482010,4.430829
56481983,56482011,3.988587
56481983,56482012,4.107925
56481983,56482013,3.397607
56481983,56482014,2.902423
56481983,56482015,2.636348
56481983,56482016,4.824668
56481983,56482017,4.619846
56481983,56482018,4.277206
56481983,56482019,4.704965
56481983,56482020,4.335761
56481983,56482021,3.959387
56481983,56482022,3.51047
56481983,56482023,4.731845
56481983,56482024,3.583194
56481983,56482025,3.105332
56481983,56482026,3.498544
56481983,56482027,2.874634
56481983,56482028,2.901195
56481983,56482029,2.51917
56481983,56482030,2.362779
56481983,56482031,1.683493
56481983,56482032,2.606559
56481983,56482033,2.028166
56481983,56482034,1.385463
56481983,56482035,1.617368
56481983,56482036,1.272725
56481983,56482037,0.76562
56481983,56482038,2.315723
56481983,56482039,1.629704
56481983,56482040,1.251476
56481983,56482041,1.817834
56481983,56482042,0.401469
56481983,56482043,1.735889
56481983,56482044,5.194923
56481983,56482045,5.615361
56481983,56482046,5.171793
56481983,56482047,4.621202
56481983,56482048,4.284864
56481983,56482049,4.628955
56481983,56482050,4.814429
56481983,56482051,4.10859
56481983,56482052,3.89472
56481983,56482053,4.472502
56481983,56482054,4.840627
56481983,56482055,5.06949
56481983,56482056,3.673731
56481983,56482057,4.035851
56481983,56482058,3.517901
56481983,56482059,3.466394
56481983,56482060,6.089737
56481983,56482061,5.420422
56481983,56482062,7.168008
56481983,56482063,5.331266
56481983,56482064,5.004656
56481983,56482065,5.175652
56481983,56482066,4.576562
56481983,56482067,4.925701
56481983,56482068,4.925185
56481983,56482069,4.573926
56481983,56482070,4.34604
56481983,56482071,3.906309
56481983,56482072,4.04161
56481983,56482073,4.660128
56481983,56482074,3.689245
56481983,56482075,5.077152
56481983,56482076,4.894296
56481983,56482077,4.960103
56481983,56482078,4.516133
56481983,56482079,3.725584
56481983,56482080,3.8397
56481983,56482081,3.434994
56481983,56482082,3.38444
56481983,56482083,2.942683
56481983,56482084,2.958682
56481983,56482085,3.439028
56481983,56482086,3.026287
56481983,56482087,3.079017
56481983,56482088,2.036486
56481983,56482089,2.270096
56481983,56482090,1.682714
56481983,56482091,0.884412
56481983,56482092,0.55227
56481983,56482093,1.195866
56481983,56482094,1.695918
56481983,56482095,1.320583
56481983,56482096,1.793277
56481983,56482097,2.589921
56481983,56482098,3.295442
56481983,56482099,3.110221
56481983,56482100,3.031393
56481983,56482101,2.351678
56481983,56482102,2.891864
56481983,56482103,3.067736
56481983,56482104,2.878183
56481983,56482105,2.289229
56481983,56482106,2.463806
56481983,56482107,2.907057
56481983,56482108,3.002539
56481983,56482109,2.903903
56481983,56482110,3.452382
56481983,56482111,3.253941
56481983,56482112,0.917516
56481983,56482113,1.184973
56481983,56482114,1.154689
56481983,56482115,1.298677
56481983,56482116,2.513898
56481983,56482117,2.388671
56481983,56482118,2.572603
56481983,56482119,2.712538
56481983,56482120,3.428134
56481983,56482121,3.422742
56481983,56482122,3.866416
56481983,56482123,4.08653
56481983,56482124,5.087642
56481983,56482125,3.639403
56481983,56482126,3.771475
56481983,56482127,3.924815
56481983,56482128,4.371151
56481983,56482129,4.549471
56481983,56482130,4.635304
56481983,56482131,4.816238
56481983,56482132,5.493238
56481983,56482133,5.492622
56481983,56482134,3.932523
56481983,56482135,3.958859
56481983,56482136,4.573321
56481983,56482137,4.429092
56481983,56482138,5.695383
56481984,56481989,5.20413
56481984,56481990,4.785676
56481984,56481991,4.691957
56481984,56481992,4.221608
56481984,56481993,4.677048
56481984,56481994,4.120239
56481984,56481995,3.827226
56481984,56481996,4.048989
56481984,56481997,3.674483
56481984,56481998,3.751759
56481984,56481999,3.811049
56481984,56482000,5.402885
56481984,56482001,5.781825
56481984,56482002,5.010689
56481984,56482003,5.149347
56481984,56482004,4.753601
56481984,56482005,4.63341
56481984,56482006,4.421926
56481984,56482007,4.09642
56481984,56482008,4.085851
56481984,56482009,4.057026
56481984,56482010,3.949673
56481984,56482011,3.683168
56481984,56482012,3.954866
56481984,56482013,3.192999
56481984,56482014,2.84746
56481984,56482015,2.581385
56481984,56482016,3.719463
56481984,56482017,3.514642
56481984,56482018,3.194968
56481984,56482019,3.998257
56481984,56482020,3.645803
56481984,56482021,3.263333
56481984,56482022,3.157588
56481984,56482023,3.626639
56481984,56482024,2.477989
56481984,56482025,2.677769
56481984,56482026,2.393338
56481984,56482027,2.137567
56481984,56482028,2.696587
56481984,56482029,2.464207
56481984,56482030,2.307817
56481984,56482031,1.628531
56481984,56482032,2.267729
56481984,56482033,1.923635
56481984,56482034,1.173654
56481984,56482035,1.562406
56481984,56482036,1.217762
56481984,56482037,1.108823
56481984,56482038,2.393493
56481984,56482039,1.916839
56481984,56482040,1.994162
56481984,56482041,2.766326
56481984,56482042,1.807881
56481984,56482043,3.150041
56481984,56482044,4.089717
56481984,56482045,4.510157
56481984,56482046,4.066586
56481984,56482047,3.515997
56481984,56482048,3.179659
56481984,56482049,3.52375
56481984,56482050,3.709224
56481984,56482051,3.003386
56481984,56482052,2.789515
56481984,56482053,3.367297
56481984,56482054,3.735422
56481984,56482055,3.964285
56481984,56482056,2.568526
56481984,56482057,2.930646
56481984,56482058,2.412696
56481984,56482059,2.361189
56481984,56482060,4.984531
56481984,56482061,4.315216
56481984,56482062,6.062804
56481984,56482063,4.226062
56481984,56482064,3.899452
56481984,56482065,4.070446
56481984,56482066,3.471356
56481984,56482067,3.820495
56481984,56482068,3.819979
56481984,56482069,3.468721
56481984,56482070,3.240835
56481984,56482071,2.801104
56481984,56482072,2.936405
56481984,56482073,3.554923
56481984,56482074,2.58404
56481984,56482075,3.971945
56481984,56482076,3.78909
56481984,56482077,3.854896
56481984,56482078,3.410929
56481984,56482079,2.620379
56481984,56482080,2.734495
56481984,56482081,2.329789
56481984,56482082,2.279235
56481984,56482083,1.837478
56481984,56482084,1.853477
56481984,56482085,2.333823
56481984,56482086,1.921082
56481984,56482087,1.973813
56481984,56482088,1.498909
56481984,56482089,1.518936
56481984,56482090,0.687028
56481984,56482091,0.991063
56481984,56482092,1.765655
56481984,56482093,0.70802
56481984,56482094,0.572884
56481984,56482095,1.290182
56481984,56482096,0.812717
56481984,56482097,1.820011
56481984,56482098,2.190237
56481984,56482099,2.005016
56481984,56482100,1.926188
56481984,56482101,1.246474
56481984,56482102,1.786659
56481984,56482103,1.962531
56481984,56482104,1.772979
56481984,56482105,1.184025
56481984,56482106,1.358601
56481984,56482107,1.801852
56481984,56482108,1.897334
56481984,56482109,1.798699
56481984,56482110,2.347178
56481984,56482111,2.148736
56481984,56482112,2.462636
56481984,56482113,2.557096
56481984,56482114,2.170193
56481984,56482115,1.937946
56481984,56482116,3.279134
56481984,56482117,2.711558
56481984,56482118,3.199892
56481984,56482119,3.036485
56481984,56482120,2.322929
56481984,56482121,2.317538
56481984,56482122,2.761212
56481984,56482123,2.981326
56481984,56482124,3.982437
56481984,56482125,2.534199
56481984,56482126,2.66627
56481984,56482127,2.81961
56481984,56482128,3.265946
56481984,56482129,3.444266
56481984,56482130,3.5301
56481984,56482131,3.711034
56481984,56482132,4.388034
56481984,56482133,4.387417
56481984,56482134,2.827319
56481984,56482135,2.853654
56481984,56482136,3.468117
56481984,56482137,3.323888
56481984,56482138,4.590178
56481985,56481989,4.949757
56481985,56481990,4.632524
56481985,56481991,4.538804
56481985,56481992,4.068456
56481985,56481993,4.147707
56481985,56481994,3.546352
56481985,56481995,3.253339
56481985,56481996,2.88571
56481985,56481997,2.403739
56481985,56481998,2.481015
56481985,56481999,2.55273
56481985,56482000,6.467934
56481985,56482001,5.628673
56481985,56482002,4.857537
56481985,56482003,4.996195
56481985,56482004,4.600449
56481985,56482005,4.480258
56481985,56482006,4.268774
56481985,56482007,3.943268
56481985,56482008,3.9327
56481985,56482009,4.344908
56481985,56482010,3.796521
56481985,56482011,3.858171
56481985,56482012,4.967906
56481985,56482013,4.412007
56481985,56482014,4.185507
56481985,56482015,3.919433
56481985,56482016,3.566311
56481985,56482017,3.36149
56481985,56482018,3.041816
56481985,56482019,3.845106
56481985,56482020,3.492651
56481985,56482021,3.110181
56481985,56482022,3.388413
56481985,56482023,2.543713
56481985,56482024,2.310794
56481985,56482025,3.387655
56481985,56482026,2.240187
56481985,56482027,2.750968
56481985,56482028,4.006137
56481985,56482029,3.802254
56481985,56482030,3.645864
56481985,56482031,2.966578
56481985,56482032,3.379541
56481985,56482033,3.261682
56481985,56482034,2.511702
56481985,56482035,2.900453
56481985,56482036,2.555809
56481985,56482037,2.44687
56481985,56482038,3.73154
56481985,56482039,3.254885
56481985,56482040,3.332209
56481985,56482041,4.104372
56481985,56482042,3.145928
56481985,56482043,4.215727
56481985,56482044,2.818973
56481985,56482045,3.239414
56481985,56482046,2.795842
56481985,56482047,2.245254
56481985,56482048,1.908915
56481985,56482049,2.253006
56481985,56482050,2.438479
56481985,56482051,1.732641
56481985,56482052,1.518771
56481985,56482053,2.096553
56481985,56482054,2.464678
56481985,56482055,2.693541
56481985,56482056,1.297782
56481985,56482057,1.659902
56481985,56482058,1.141952
56481985,56482059,1.090445
56481985,56482060,3.707216
56481985,56482061,3.044472
56481985,56482062,4.776885
56481985,56482063,2.940143
56481985,56482064,2.613533
56481985,56482065,2.799702
56481985,56482066,2.200612
56481985,56482067,2.549751
56481985,56482068,2.549235
56481985,56482069,2.197977
56481985,56482070,1.970091
56481985,56482071,1.530359
56481985,56482072,1.665661
56481985,56482073,2.284179
56481985,56482074,1.298121
56481985,56482075,2.686025
56481985,56482076,2.50317
56481985,56482077,2.568976
56481985,56482078,2.342699
56481985,56482079,1.975763
56481985,56482080,1.48608
56481985,56482081,1.513957
56481985,56482082,1.642136
56481985,56482083,1.192863
56481985,56482084,1.348317
56481985,56482085,1.063078
56481985,56482086,1.227133
56481985,56482087,0.703068
56481985,56482088,2.836957
56481985,56482089,1.945266
56481985,56482090,1.909383
56481985,56482091,2.32911
56481985,56482092,3.18615
56481985,56482093,2.109882
56481985,56482094,1.506751
56481985,56482095,2.727691
56481985,56482096,2.156836
56481985,56482097,2.456539
56481985,56482098,0.919493
56481985,56482099,0.734271
56481985,56482100,0.116448
56481985,56482101,0.829179
56481985,56482102,0.685017
56481985,56482103,1.582959
56481985,56482104,1.735962
56481985,56482105,1.727747
56481985,56482106,1.775335
56481985,56482107,2.218586
56481985,56482108,2.314069
56481985,56482109,2.342421
56481985,56482110,2.763912
56481985,56482111,2.692458
56481985,56482112,3.853776
56481985,56482113,3.94523
56481985,56482114,3.328267
56481985,56482115,2.964684
56481985,56482116,3.934462
56481985,56482117,3.275698
56481985,56482118,3.764032
56481985,56482119,3.600625
56481985,56482120,2.866652
56481985,56482121,1.93713
56481985,56482122,2.380804
56481985,56482123,2.707957
56481985,56482124,3.709069
56481985,56482125,2.497183
56481985,56482126,3.209992
56481985,56482127,3.236345
56481985,56482128,3.809669
56481985,56482129,3.537348
56481985,56482130,3.388041
56481985,56482131,4.127769
56481985,56482132,4.351018
56481985,56482133,4.804152
56481985,56482134,3.371041
56481985,56482135,3.397376
56481985,56482136,4.011839
56481985,56482137,3.86761
56481985,56482138,5.1339
56481986,56481989,4.492623
56481986,56481990,4.074168
56481986,56481991,3.98045
56481986,56481992,3.510101
56481986,56481993,3.965542
56481986,56481994,3.400245
56481986,56481995,3.107232
56481986,56481996,3.328995
56481986,56481997,2.85087
56481986,56481998,2.928146
56481986,56481999,2.99986
56481986,56482000,5.909578
56481986,56482001,5.070318
56481986,56482002,4.299181
56481986,56482003,4.437841
56481986,56482004,4.042094
56481986,56482005,3.921903
56481986,56482006,3.710419
56481986,56482007,3.384913
56481986,56482008,3.374345
56481986,56482009,3.786552
56481986,56482010,3.238166
56481986,56482011,3.299816
56481986,56482012,4.40955
56481986,56482013,3.853652
56481986,56482014,3.627151
56481986,56482015,3.361077
56481986,56482016,3.007956
56481986,56482017,2.803135
56481986,56482018,2.483461
56481986,56482019,3.28675
56481986,56482020,2.934295
56481986,56482021,2.551826
56481986,56482022,2.830058
56481986,56482023,2.906645
56481986,56482024,1.757995
56481986,56482025,2.829299
56481986,56482026,1.681831
56481986,56482027,2.192612
56481986,56482028,3.447782
56481986,56482029,3.243898
56481986,56482030,3.087508
56481986,56482031,2.408222
56481986,56482032,2.821186
56481986,56482033,2.703326
56481986,56482034,1.953346
56481986,56482035,2.342097
56481986,56482036,1.997454
56481986,56482037,1.888514
56481986,56482038,3.173185
56481986,56482039,2.69653
56481986,56482040,2.773854
56481986,56482041,3.546016
56481986,56482042,2.587572
56481986,56482043,3.657371
56481986,56482044,3.266104
56481986,56482045,3.686544
56481986,56482046,3.242973
56481986,56482047,2.692384
56481986,56482048,2.356045
56481986,56482049,2.700137
56481986,56482050,2.88561
56481986,56482051,2.179772
56481986,56482052,1.965902
56481986,56482053,2.543684
56481986,56482054,2.911808
56481986,56482055,3.140672
56481986,56482056,1.744913
56481986,56482057,2.107033
56481986,56482058,1.589083
56481986,56482059,1.537576
56481986,56482060,4.154346
56481986,56482061,3.491603
56481986,56482062,5.224015
56481986,56482063,3.387274
56481986,56482064,3.060663
56481986,56482065,3.246833
56481986,56482066,2.647743
56481986,56482067,2.996882
56481986,56482068,2.996366
56481986,56482069,2.645108
56481986,56482070,2.417222
56481986,56482071,1.97749
56481986,56482072,2.112792
56481986,56482073,2.73131
56481986,56482074,1.745252
56481986,56482075,3.133156
56481986,56482076,2.950301
56481986,56482077,3.016107
56481986,56482078,2.645391
56481986,56482079,1.900386
56481986,56482080,1.933211
56481986,56482081,1.609795
56481986,56482082,1.559242
56481986,56482083,1.117485
56481986,56482084,1.133484
56481986,56482085,1.510209
56481986,56482086,1.201088
56481986,56482087,1.150199
56481986,56482088,2.278601
56481986,56482089,1.386911
56481986,56482090,1.351027
56481986,56482091,1.770754
56481986,56482092,2.627794
56481986,56482093,1.551526
56481986,56482094,0.948395
56481986,56482095,2.169335
56481986,56482096,1.59848
56481986,56482097,1.898183
56481986,56482098,1.366623
56481986,56482099,1.181402
56481986,56482100,0.763405
56481986,56482101,0.055435
56481986,56482102,0.490264
56481986,56482103,1.113587
56481986,56482104,0.962218
56481986,56482105,1.169391
56481986,56482106,1.001591
56481986,56482107,1.444842
56481986,56482108,1.540324
56481986,56482109,1.615322
56481986,56482110,1.990168
56481986,56482111,2.016795
56481986,56482112,3.295421
56481986,56482113,3.386874
56481986,56482114,2.769911
56481986,56482115,2.406328
56481986,56482116,3.376106
56481986,56482117,2.717343
56481986,56482118,3.205677
56481986,56482119,3.042269
56481986,56482120,2.196653
56481986,56482121,1.467759
56481986,56482122,1.911432
56481986,56482123,2.133353
56481986,56482124,3.134464
56481986,56482125,1.723439
56481986,56482126,2.531816
56481986,56482127,2.4626
56481986,56482128,3.134006
56481986,56482129,2.763604
56481986,56482130,2.719339
56481986,56482131,3.354024
56481986,56482132,3.577274
56481986,56482133,4.030407
56481986,56482134,2.695378
56481986,56482135,2.721714
56481986,56482136,3.336177
56481986,56482137,3.241279
56481986,56482138,4.458238
56481987,56481989,5.470578
56481987,56481990,5.052124
56481987,56481991,4.958405
56481987,56481992,4.488056
56481987,56481993,4.943496
56481987,56481994,4.386687
56481987,56481995,4.093675
56481987,56481996,4.315437
56481987,56481997,3.940932
56481987,56481998,4.018208
56481987,56481999,4.077497
56481987,56482000,6.44089
56481987,56482001,6.048273
56481987,56482002,5.277137
56481987,56482003,5.415795
56481987,56482004,5.020049
56481987,56482005,4.899858
56481987,56482006,4.688373
56481987,56482007,4.362869
56481987,56482008,4.352299
56481987,56482009,4.764507
56481987,56482010,4.21612
