PO_Node,Cent_Node,TravTime
56481987,56482011,4.277771
56481987,56482012,4.992871
56481987,56482013,4.231004
56481987,56482014,3.885464
56481987,56482015,3.61939
56481987,56482016,3.985911
56481987,56482017,3.78109
56481987,56482018,3.461416
56481987,56482019,4.264705
56481987,56482020,3.91225
56481987,56482021,3.52978
56481987,56482022,3.808013
56481987,56482023,3.893087
56481987,56482024,2.744437
56481987,56482025,3.715774
56481987,56482026,2.659786
56481987,56482027,3.059878
56481987,56482028,3.734592
56481987,56482029,3.502211
56481987,56482030,3.345822
56481987,56482031,2.666535
56481987,56482032,3.305734
56481987,56482033,2.961639
56481987,56482034,2.211659
56481987,56482035,2.60041
56481987,56482036,2.255766
56481987,56482037,2.146827
56481987,56482038,3.431498
56481987,56482039,2.954843
56481987,56482040,3.032166
56481987,56482041,3.641005
56481987,56482042,2.841932
56481987,56482043,2.701223
56481987,56482044,4.356165
56481987,56482045,4.776606
56481987,56482046,4.333035
56481987,56482047,3.782446
56481987,56482048,3.446107
56481987,56482049,3.790198
56481987,56482050,3.975672
56481987,56482051,3.269834
56481987,56482052,3.055964
56481987,56482053,3.633745
56481987,56482054,4.00187
56481987,56482055,4.230734
56481987,56482056,2.834975
56481987,56482057,3.197095
56481987,56482058,2.679145
56481987,56482059,2.627637
56481987,56482060,5.25098
56481987,56482061,4.581665
56481987,56482062,6.326902
56481987,56482063,4.49016
56481987,56482064,4.163549
56481987,56482065,4.336895
56481987,56482066,3.737805
56481987,56482067,4.086944
56481987,56482068,4.086427
56481987,56482069,3.735169
56481987,56482070,3.507283
56481987,56482071,3.067552
56481987,56482072,3.202853
56481987,56482073,3.821371
56481987,56482074,2.848139
56481987,56482075,4.236043
56481987,56482076,4.053188
56481987,56482077,4.118995
56481987,56482078,3.677377
56481987,56482079,2.886827
56481987,56482080,3.000944
56481987,56482081,2.596237
56481987,56482082,2.545684
56481987,56482083,2.103927
56481987,56482084,2.119925
56481987,56482085,2.600271
56481987,56482086,2.18753
56481987,56482087,2.240261
56481987,56482088,2.536914
56481987,56482089,2.26613
56481987,56482090,1.60934
56481987,56482091,2.029068
56481987,56482092,2.047268
56481987,56482093,1.625507
56481987,56482094,1.159032
56481987,56482095,1.213188
56481987,56482096,1.247287
56481987,56482097,0.865809
56481987,56482098,2.456685
56481987,56482099,2.271464
56481987,56482100,2.190286
56481987,56482101,1.510572
56481987,56482102,2.050757
56481987,56482103,2.226629
56481987,56482104,2.037076
56481987,56482105,0.723629
56481987,56482106,1.622699
56481987,56482107,2.06595
56481987,56482108,1.521861
56481987,56482109,1.338303
56481987,56482110,1.971705
56481987,56482111,1.68834
56481987,56482112,2.593916
56481987,56482113,2.430727
56481987,56482114,1.813764
56481987,56482115,1.450181
56481987,56482116,2.419959
56481987,56482117,1.87768
56481987,56482118,2.293738
56481987,56482119,2.202607
56481987,56482120,1.862534
56481987,56482121,2.581635
56481987,56482122,3.025309
56481987,56482123,3.245424
56481987,56482124,4.246536
56481987,56482125,2.798297
56481987,56482126,2.205875
56481987,56482127,2.750543
56481987,56482128,2.805551
56481987,56482129,3.579744
56481987,56482130,3.794198
56481987,56482131,3.621369
56481987,56482132,4.652133
56481987,56482133,4.008855
56481987,56482134,2.366923
56481987,56482135,2.393258
56481987,56482136,3.007721
56481987,56482137,2.855158
56481987,56482138,4.129782
56481988,56481989,6.008539
56481988,56481990,5.590084
56481988,56481991,5.496366
56481988,56481992,5.026017
56481988,56481993,5.481457
56481988,56481994,4.924646
56481988,56481995,4.631633
56481988,56481996,4.853396
56481988,56481997,4.473034
56481988,56481998,4.550309
56481988,56481999,4.615457
56481988,56482000,7.146421
56481988,56482001,6.586233
56481988,56482002,5.815097
56481988,56482003,5.953754
56481988,56482004,5.558009
56481988,56482005,5.437817
56481988,56482006,5.226333
56481988,56482007,4.900828
56481988,56482008,4.890259
56481988,56482009,5.302467
56481988,56482010,4.75408
56481988,56482011,4.815731
56481988,56482012,5.698402
56481988,56482013,4.936534
56481988,56482014,4.590996
56481988,56482015,4.324921
56481988,56482016,4.523871
56481988,56482017,4.319049
56481988,56482018,3.999375
56481988,56482019,4.802664
56481988,56482020,4.45021
56481988,56482021,4.06774
56481988,56482022,4.345973
56481988,56482023,4.431047
56481988,56482024,3.282397
56481988,56482025,4.345213
56481988,56482026,3.197746
56481988,56482027,3.708526
56481988,56482028,4.440123
56481988,56482029,4.207743
56481988,56482030,4.051353
56481988,56482031,3.372067
56481988,56482032,4.011265
56481988,56482033,3.667171
56481988,56482034,2.917191
56481988,56482035,3.305943
56481988,56482036,2.961298
56481988,56482037,2.852359
56481988,56482038,4.13703
56481988,56482039,3.660374
56481988,56482040,3.737698
56481988,56482041,4.50986
56481988,56482042,3.551417
56481988,56482043,4.621216
56481988,56482044,4.888268
56481988,56482045,5.308706
56481988,56482046,4.865137
56481988,56482047,4.314548
56481988,56482048,3.978209
56481988,56482049,4.3223
56481988,56482050,4.507774
56481988,56482051,3.801936
56481988,56482052,3.588066
56481988,56482053,4.165847
56481988,56482054,4.533972
56481988,56482055,4.762836
56481988,56482056,3.367076
56481988,56482057,3.729197
56481988,56482058,3.211246
56481988,56482059,3.159739
56481988,56482060,5.737684
56481988,56482061,5.113767
56481988,56482062,6.807353
56481988,56482063,4.970612
56481988,56482064,4.644001
56481988,56482065,4.836381
56481988,56482066,4.269906
56481988,56482067,4.619045
56481988,56482068,4.585914
56481988,56482069,4.234656
56481988,56482070,4.039385
56481988,56482071,3.599654
56481988,56482072,3.70234
56481988,56482073,4.320858
56481988,56482074,3.32859
56481988,56482075,4.716496
56481988,56482076,4.53364
56481988,56482077,4.599447
56481988,56482078,4.215336
56481988,56482079,3.424787
56481988,56482080,3.538903
56481988,56482081,3.134197
56481988,56482082,3.083643
56481988,56482083,2.641886
56481988,56482084,2.657884
56481988,56482085,3.132373
56481988,56482086,2.72549
56481988,56482087,2.772363
56481988,56482088,3.242445
56481988,56482089,2.902825
56481988,56482090,2.314872
56481988,56482091,2.734599
56481988,56482092,3.591639
56481988,56482093,2.515371
56481988,56482094,1.91224
56481988,56482095,3.13318
56481988,56482096,2.562325
56481988,56482097,2.862028
56481988,56482098,2.988787
56481988,56482099,2.803566
56481988,56482100,2.398917
56481988,56482101,1.585589
56481988,56482102,1.808408
56481988,56482103,1.331638
56481988,56482104,0.703036
56481988,56482105,2.133236
56481988,56482106,1.105952
56481988,56482107,0.686429
56481988,56482108,2.080532
56481988,56482109,2.057456
56481988,56482110,1.390308
56481988,56482111,2.480418
56481988,56482112,4.259266
56481988,56482113,4.350719
56481988,56482114,3.733756
56481988,56482115,3.370174
56481988,56482116,4.339951
56481988,56482117,3.681187
56481988,56482118,4.169521
56481988,56482119,4.006114
56481988,56482120,2.850048
56481988,56482121,1.350544
56481988,56482122,1.508554
56481988,56482123,1.209211
56481988,56482124,2.083969
56481988,56482125,0.506341
56481988,56482126,1.953618
56481988,56482127,1.420538
56481988,56482128,2.36246
56481988,56482129,1.39722
56481988,56482130,1.553191
56481988,56482131,2.03794
56481988,56482132,2.360177
56481988,56482133,2.951356
56481988,56482134,2.217114
56481988,56482135,2.843531
56481988,56482136,2.974875
56481988,56482137,3.788671
56481988,56482138,4.00477
